Title,Features.Max Players,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Rushed
Ghost Rider,4,action,2K,49,0.23,16.95,Sony PSP,T,2007,4.633333333,5.116666667,4.816666667,4.166666667,3.6,3.6,3.6,3.6,0,0,0,0,5.15,5.316666667,5.15,4.983333333
Juiced 2: Hot Import Nights,2,racing  ,THQ,68,0.23,14.95,X360,E,2007,16.45,18,15.6,15,0,0,0,0,17.41666667,18.68333333,17.35,16.18333333,15.5,16.61666667,15,14.61666667
Syphon Filter: Logan's Shadow,1,action/strategy,Sony,85,0.23,16.95,Sony PSP,T,2007,10.63333333,11.15,10,9.65,10.76666667,11.38333333,10.76666667,10.15,10.33333333,11.08333333,10,9.583333333,11,11.5,11,10.5
Trauma Center: New Blood,2,action/simulation,Nintendo,77,0.22,17.95,Nintendo Wii,E,2007,11.73333333,16.06666667,12.56666667,8.483333333,0,0,0,0,16,17.75,15,14.25,10.75,12.86666667,12,8.1
Hotel Dusk: Room 215,1,adventure,Nintendo,78,0.22,14.95,Nintendo DS,E,2007,15.6,24.81666667,15,12.45,16.73333333,25.35,16,12.98333333,16.38333333,17.33333333,16,15.58333333,15.15,18.08333333,15,12.91666667
Mega Man ZX Advent,1,action,Capcom,78,0.22,17.95,Nintendo DS,T,2007,12.88333333,23.98333333,10.93333333,8.383333333,15.93333333,17.9,15.93333333,13.96666667,15.81666667,25.23333333,12.96666667,12,7,8.6,6.75,5.866666667
Silent Hill: 0rigins,1,action,Konami,78,0.22,17.95,Sony PSP,E,2007,6.166666667,13.03333333,6,4.45,6,6.5,6,5.5,6.6,12.9,5,4.366666667,6.083333333,8.616666667,6,4.433333333
NHL 08 ,1,sports,EA,85,0.22,9.95,X360,E,2007,17.5,18.75,17.5,16.25,0,0,0,0,0,0,0,0,17.5,18.75,17.5,16.25
Castlevania: The Dracula X Chronicles,2,action,Konami,80,0.21,16.95,Sony PSP,E,2007,8.566666667,17.31666667,7.5,4.75,5.316666667,5.316666667,5.316666667,5.316666667,12.33333333,18.85,9.916666667,6.883333333,6.766666667,10.93333333,7,4.166666667
Jeanne d'Arc,1,role-playing (rpG)/strategy,Sony,87,0.21,19.95,Sony PSP,T,2007,39.48333333,61.2,37.01666667,27.61666667,68,74,68,62,42.13333333,62.15,38.16666667,33.56666667,31.6,36.61666667,30.91666667,24.11666667
BWii: Battalion Wars 2,1,action/simulation/strategy,Nintendo,75,0.21,14.95,Nintendo Wii,T,2007,10.03333333,15.43333333,9.716666667,7.55,0,0,0,0,0,0,0,0,10.03333333,15.43333333,9.716666667,7.55
Battlestations: Midway,1,action/strategy,Eidos,73,0.21,17.95,X360,T,2007,7.966666667,10.16666667,8.716666667,5.716666667,0,0,0,0,3.266666667,3.266666667,3.266666667,3.266666667,8.3,10.28333333,8.85,5.833333333
Dragon Ball Z: Harukanaru Densetsu,1,strategy,Atari,57,0.2,14.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch the Dead,1,action,NA,56,0.2,16.95,Nintendo DS,T,2007,4.65,4.65,4.65,4.65,0,0,0,0,0,0,0,0,4.65,4.65,4.65,4.65
Donkey Kong Barrel Blast,4,racing  ,Nintendo,46,0.19,29.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etrian Odyssey,1,role-playing (rpG),Nintendo,75,0.19,24.95,Nintendo DS,E,2007,60.81666667,98.33333333,54.05,40.71666667,92.11666667,113.6833333,84.15,74.56666667,58.88333333,72.75,68.5,43.83333333,51,56.75,50,45.25
Looney Tunes: Acme Arsenal,1,action,NA,27,0.19,14.95,Nintendo Wii,T,2007,3.833333333,4.466666667,3.15,3.2,0,0,0,0,0,0,0,0,3.833333333,4.466666667,3.15,3.2
Zack & Wiki: Quest for Barbaros' Treasure,1,adventure,Capcom,87,0.19,17.95,Nintendo Wii,E,2007,15.95,25.88333333,15,11.33333333,22.11666667,27.26666667,18,16.95,15.23333333,19.38333333,15,11.15,15.48333333,25.55,14.08333333,11.38333333
Monster Jam,4,sports,Activision,43,0.18,17.95,X360,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lunar Knights,1,action,Konami,82,0.18,16.95,Nintendo DS,T,2007,18.55,32.25,15.25,13.11666667,26,28,26,24,21.65,33.28333333,16.28333333,14.31666667,11.88333333,13.6,12,10.63333333
Folklore,1,action/role-playing (rpG),Sony,75,0.18,24.95,PlayStation 3,E,2007,20.78333333,39.35,16.65,14.61666667,41.13333333,45.56666667,41.13333333,36.7,25.63333333,42.43333333,24.11666667,19.43333333,14.86666667,22.11666667,13.1,12.25
The Elder Scrolls IV: Shivering Isles,1,action/role-playing (rpG),NA,86,0.18,24.95,X360,E,2007,21.8,46.9,15.8,12.9,49.23333333,63.01666667,52.86666667,35.51666667,20.81666667,34.68333333,17.93333333,13.18333333,11.26666667,15.31666667,10,9.483333333
NHL 08,7,sports,EA,86,0.17,9.95,PlayStation 3,T,2007,17.5,18.75,17.5,16.25,0,0,0,0,0,0,0,0,17.5,18.75,17.5,16.25
NCAA 07 March Madness,4,sports,EA,67,0.17,7.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viva Pi$?ata: Party Animals,4,racing  ,Microsoft,56,0.17,14.95,X360,T,2007,8.883333333,8.883333333,8.883333333,8.883333333,8.883333333,8.883333333,8.883333333,8.883333333,0,0,0,0,0,0,0,0
Warriors Orochi,2,action/role-playing (rpG),NA,53,0.17,19.95,X360,E,2007,16.25,28.8,15,9.7,42,42,42,42,9.383333333,12.18333333,9.383333333,6.566666667,10.25,12.86666667,10.25,7.616666667
Luminous Arc,1,role-playing (rpG)/strategy,NA,70,0.17,24.95,Nintendo DS,T,2007,28.13333333,44.6,24.31666667,21.91666667,49.71666667,57.85,55.73333333,43.85,24.41666667,27.23333333,24.53333333,21.75,22.91666667,27.48333333,21.75,19.98333333
Picross DS,1,strategy,Nintendo,83,0.17,17.95,Nintendo DS,E,2007,62.43333333,138.2833333,50.68333333,38.28333333,75.81666667,143.95,60,56.95,56.66666667,86.66666667,50,36.66666667,39.51666667,45.16666667,38.35,34.46666667
Mortal Kombat: Armageddon,4,action/racing  ,Midway,71,0.16,24.95,Nintendo Wii,E,2007,13.13333333,22.86666667,8.333333333,8.366666667,27.5,31.25,27.5,23.75,16.45,24.68333333,12.31666667,10.18333333,8.6,11.15,8,7.15
Soulcalibur Legends,2,action,Namco,52,0.16,16.95,Nintendo Wii,E,2007,10.03333333,15.05,9.25,5.816666667,0,0,0,0,4.866666667,6.3,4.866666667,3.433333333,12.6,16,10.48333333,10.26666667
Planet Puzzle League,1,strategy,Nintendo,86,0.16,17.95,Nintendo DS,E,2007,0.316666667,0.316666667,0.316666667,0.316666667,0,0,0,0,0,0,0,0,0.316666667,0.316666667,0.316666667,0.316666667
Soldier of Fortune: Payback,1,action,Activision,50,0.16,13.95,X360,M,2007,3.783333333,5.75,3.25,2.6,0,0,0,0,7,7.5,7,6.5,3.333333333,4.083333333,3,2.433333333
Dynasty Warriors: Gundam,2,action,Namco,60,0.15,22.95,PlayStation 3,E,2007,62.06666667,94.35,50.8,32.71666667,100.8833333,116.6,101,80.5,49.75,66.3,47.5,34.3,31.46666667,42.93333333,37.06666667,21.63333333
Golden Axe,2,action,Sega,45,0.15,14.95,X360,M,2007,1.183333333,3.433333333,1,0.7,1.383333333,1.716666667,1.5,1.033333333,1.116666667,1.216666667,1.083333333,1.05,1.15,3.366666667,0.75,0.633333333
Dementium: The Ward,1,action,NA,72,0.15,17.95,Nintendo DS,M,2007,4.016666667,5.25,4,3.2,4.116666667,5.15,3.5,3.1,0,0,0,0,3.883333333,3.966666667,4,3.733333333
Rondo of Swords,1,role-playing (rpG)/strategy,NA,69,0.15,19.95,Nintendo DS,E,2007,23.23333333,31.73333333,17.7,18.23333333,36.5,39.75,36.5,33.25,17,17,17,17,18.16666667,19.86666667,17.35,16.86666667
Disgaea: Afternoon of Darkness,1,role-playing (rpG)/strategy,NA,87,0.15,17.95,Sony PSP,M,2007,87.5,453.7666667,59.6,37.73333333,315.1,533.45,150.7166667,178.95,97.51666667,123.15,99.53333333,78.4,45.08333333,75.51666667,40.8,22.43333333
Dragon Quest Swords: The Masked Queen and the T...,1,action,SquareEnix,65,0.15,16.95,Nintendo Wii,T,2007,12.01666667,22.11666667,9.3,8.816666667,11.31666667,11.31666667,11.31666667,11.31666667,17.36666667,24.38333333,13,11.58333333,8.683333333,10.13333333,8.5,7.783333333
Call of Juarez,1,action,Ubisoft,71,0.15,14.95,X360,E,2007,8.633333333,20.8,8.2,6.75,11.21666667,21.85,9.833333333,8.75,9,11,9,8,7.916666667,10.73333333,8,6.516666667
College Hoops 2K8,1,sports,2K,81,0.15,9.95,X360,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eternal Sonata,1,role-playing (rpG),Namco,79,0.15,27.95,X360,M,2007,38.15,117.95,33.7,23.95,70.66666667,132.85,60.76666667,48.85,41.3,67.68333333,39.45,31.68333333,29.13333333,43.16666667,30,20.78333333
Kingdom Under Fire: Circle of Doom,1,action/role-playing (rpG),Microsoft,55,0.15,14.95,X360,E,2007,107.8333333,240.7,55,44.7,184.3333333,275.8333333,119,92.83333333,76,76,76,76,9,9.5,9,8.5
Vampire Rain,1,action,Microsoft,38,0.15,11.95,X360,T,2007,10.88333333,11.66666667,10.5,10.08333333,0,0,0,0,0,0,0,0,10.88333333,11.66666667,10.5,10.08333333
Conan,1,action/adventure,THQ,69,0.14,17.95,PlayStation 3,E,2007,7.183333333,13.28333333,6,5.566666667,16.5,18.25,16.5,14.75,7.666666667,8.6,8.75,6.716666667,6.3,8.766666667,6,5.35
Godzilla: Unleashed,1,action,Atari,44,0.14,24.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA 08,4,sports,Sony,63,0.12,9.95,PlayStation 3,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geometry Wars: Galaxies,1,action,NA,79,0.12,14.95,Nintendo DS,T,2007,18.5,22.75,18.5,14.25,0,0,0,0,27,27,27,27,10,10,10,10
WordJong,1,strategy,NA,77,0.12,17.95,Nintendo DS,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warhammer 40/000: Squad Command,1,strategy,THQ,67,0.12,17.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarface: The World is Yours,1,action/racing  ,NA,71,0.12,22.95,Nintendo Wii,M,2007,24.78333333,32.45,23.06666667,18.3,29.55,34.88333333,28,23.63333333,25.5,31.13333333,23.06666667,21.13333333,17.11666667,19.45,17.13333333,14.9
Hot Wheels: Beat That!,1,action/racing  ,Activision,43,0.12,19.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHL 2K8 ,1,sports,2K,71,0.12,6.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy: Crystal Chronicles - Echoes of Time,1,action,SquareEnix,75,0.11,24.95,Nintendo DS,T,2007,17.93333333,23.31666667,18.36666667,14.45,27,27,27,27,22.6,25.63333333,22.96666667,19.38333333,15.61666667,17.83333333,15.7,13.2
Godzilla Unleashed: Double Smash,1,action,Atari,28,0.11,17.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brave Story: New Traveler,1,role-playing (rpG),NA,76,0.11,17.95,Sony PSP,T,2007,26.16666667,32.6,25.25,21.73333333,28.65,31.01666667,26,26.28333333,27.7,33.38333333,26.86666667,23.13333333,23.5,26.83333333,23.83333333,20.71666667
WipEout Pulse,1,action/racing  ,Sony,82,0.11,16.95,Sony PSP,T,2007,8.666666667,9.916666667,9,7.283333333,10,10,10,10,9.75,10.13333333,9.75,9.366666667,7.716666667,9.166666667,7,6.533333333
Star Trek: Conquest,1,action/strategy,NA,49,0.11,27.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Katamari,1,action,Namco,73,0.11,17.95,X360,M,2007,14.55,55.13333333,6,6.3,100,100,100,100,18.11666667,32.51666667,8,8.516666667,5.866666667,8.283333333,6,4.133333333
Hour of Victory,1,action,Midway,37,0.11,12.95,X360,M,2007,6.133333333,7.2,6.15,5.066666667,0,0,0,0,7,7,7,7,5.85,6.916666667,5.316666667,4.783333333
Fantastic Four: Rise of the Silver Surfer,4,action,2K,47,0.1,14.95,PlayStation 3,M,2007,7.6,9.5,6.416666667,5.683333333,0,0,0,0,10.33333333,11.08333333,10,9.583333333,5.566666667,6.033333333,5.75,5.016666667
SEGA Rally Revo,2,racing/simulation,Sega,77,0.1,14.95,X360,E,2007,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0
7 Wonders of the Ancient World,1,strategy,NA,60,0.1,17.95,Nintendo DS,T,2007,7.483333333,11.83333333,4.85,4.466666667,0,0,0,0,0,0,0,0,7.483333333,11.83333333,4.85,4.466666667
Draglade,1,action,NA,71,0.1,16.95,Nintendo DS,M,2007,4.916666667,6.016666667,4.066666667,4.233333333,0,0,0,0,7.566666667,7.566666667,7.566666667,7.566666667,4.033333333,4.05,4.066666667,4.016666667
Final Fantasy Fables: Chocobo Tales,1,action,SquareEnix,75,0.1,17.95,Nintendo DS,M,2007,17.2,27.56666667,12.25,11.06666667,26.1,32.46666667,22.95,21.08333333,14.46666667,16.31666667,12,12.61666667,9.45,10.83333333,9.383333333,8.416666667
Marvel Trading Card Game,1,strategy,Konami,61,0.1,16.95,Nintendo DS,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy Taxi: Fare Wars,1,action/racing  ,Sega,64,0.1,17.95,Sony PSP,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladestorm: The Hundred Years' War,1,action/role-playing (rpG)/strategy,NA,58,0.1,44.95,PlayStation 3,E,2007,51.25,53.11666667,51.25,49.36666667,0,0,0,0,51.25,53.11666667,51.25,49.36666667,0,0,0,0
Blazing Angels 2: Secret Missions of WWII,2,action,Ubisoft,72,0.09,16.95,X360,M,2007,13,14.86666667,12.5,11.36666667,0,0,0,0,16,16.5,16,15.5,10,10,10,10
InuYasha: Secret of the Divine Jewel,1,role-playing (rpG),Namco,46,0.09,24.95,Nintendo DS,T,2007,9.566666667,9.566666667,9.566666667,9.566666667,0,0,0,0,9.566666667,9.566666667,9.566666667,9.566666667,0,0,0,0
The Settlers,1,strategy,Ubisoft,39,0.09,17.95,Nintendo DS,T,2007,7.183333333,9.5,4.833333333,4.866666667,13,13,13,13,4.833333333,4.833333333,4.833333333,4.833333333,3.75,3.75,3.75,3.75
Heatseeker,1,action,NA,62,0.09,17.95,Nintendo Wii,T,2007,9.75,9.75,9.75,9.75,0,0,0,0,0,0,0,0,9.75,9.75,9.75,9.75
NHL 2K8,7,sports,NA,74,0.08,9.95,PlayStation 3,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCAA March Madness 08,4,sports,EA,67,0.08,12.95,PlayStation 3,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster Madness: Battle for Suburbia,4,action,NA,55,0.08,14.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro Evolution Soccer 2008,4,sports,Konami,76,0.08,14.95,X360,M,2007,63.8,76.65,70,50.95,78.2,82.3,78.2,74.1,35,35,35,35,0,0,0,0
Cake Mania,1,action,NA,55,0.08,16.95,Nintendo DS,M,2007,6,7.083333333,5.866666667,4.966666667,6.216666667,7.283333333,6.416666667,5.15,0,0,0,0,5.333333333,5.333333333,5.333333333,5.333333333
River King: Mystic Valley,1,adventure/simulation/sports,NA,54,0.08,24.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch Detective 2 1/2,1,adventure,NA,67,0.08,14.95,Nintendo DS,T,2007,6.633333333,7.483333333,6.633333333,5.816666667,7.4,7.783333333,7.35,7,8.35,8.35,8.35,8.35,5.833333333,6.616666667,5.65,5.366666667
Brooktown High,1,simulation,Konami,51,0.08,16.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crush,1,action,Sega,83,0.08,16.95,Sony PSP,E,2007,6.883333333,8.116666667,6.6,5.716666667,9.5,9.5,9.5,9.5,7.666666667,7.9,7.666666667,7.433333333,5.5,5.816666667,5.8,5.166666667
Jackass: The Game,1,action,NA,58,0.08,17.95,Sony PSP,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victorious Boxers: Revolution,1,action/simulation/sports,Ubisoft,59,0.08,24.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Jr. and the Science Fair of Doom,1,action,Konami,47,0.07,12.95,Nintendo DS,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indianapolis 500 Legends,1,racing  ,NA,51,0.07,16.95,Nintendo DS,T,2007,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,0,0,0,0,0,0,0,0
Worms: Open Warfare 2,1,action/strategy,THQ,81,0.07,17.95,Nintendo DS,E,2007,9.116666667,9.55,9.116666667,8.683333333,10,10,10,10,0,0,0,0,8.25,8.25,8.25,8.25
Alien Syndrome,1,action,Sega,51,0.07,12.95,Sony PSP,E,2007,2.783333333,2.983333333,3,2.566666667,2.25,2.25,2.25,2.25,0,0,0,0,3.05,3.066666667,3.05,3.016666667
Code Lyoko: Quest for Infinity,1,action,NA,58,0.07,17.95,Nintendo Wii,T,2007,5.8,5.8,5.8,5.8,0,0,0,0,0,0,0,0,5.8,5.8,5.8,5.8
Super Swing Golf Season 2,1,sports,NA,70,0.07,19.95,Nintendo Wii,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FlatOut: Ultimate Carnage,1,racing  ,NA,80,0.07,16.95,X360,E,2007,21.8,32,23,16.45,40.8,41.21666667,40.8,40.4,20.98333333,26.23333333,24,16.83333333,17.25,21.93333333,14.5,13.18333333
Zoids Assault,1,role-playing (rpG)/strategy,NA,46,0.07,17.95,X360,M,2007,12.05,12.56666667,12.05,11.51666667,13.1,13.1,13.1,13.1,0,0,0,0,11,11,11,11
Tetris Evolution,4,strategy,THQ,52,0.06,17.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heroes of Mana,1,strategy,SquareEnix,66,0.06,24.95,Nintendo DS,T,2007,27.01666667,32,27.01666667,22.01666667,37,37,37,37,0,0,0,0,17.03333333,17.03333333,17.03333333,17.03333333
Myst,1,adventure,Midway,43,0.06,24.95,Nintendo DS,E,2007,7.866666667,12.71666667,7.05,5.716666667,9.666666667,13.6,8.716666667,7.35,8.766666667,9.433333333,9,8.1,7.066666667,10.28333333,6.066666667,5.283333333
Coded Arms: Contagion,1,action,Konami,56,0.06,14.95,Sony PSP,E,2007,9.85,10.45,10,9.25,0,0,0,0,0,0,0,0,9.85,10.45,10,9.25
King of Clubs,1,sports,NA,35,0.06,14.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.E.A.R. Files,1,action,NA,66,0.06,17.95,X360,E,2007,11.58333333,15.38333333,10,9.883333333,0,0,0,0,13.75,16.5,12.25,11,10.5,12.11666667,10,9.616666667
Ontamarama,1,action,NA,71,0.05,17.95,Nintendo DS,M,2007,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Retro Game Challenge,1,action/racing/role-playing (rpG),Namco,77,0.05,17.95,Nintendo DS,T,2007,11.71666667,15.5,10.33333333,9.2,20,20,20,20,10.93333333,11.85,10.33333333,10.31666667,11.16666667,14.81666667,9.75,8.916666667
Ultimate Mortal Kombat 3,1,action,Midway,73,0.05,23.95,Nintendo DS,E,2007,3.85,11.45,2,1.55,8.383333333,10.16666667,8,6.583333333,8.4,13.6,6,5.1,1.066666667,1.6,1,0.616666667
Pursuit Force: Extreme Justice,1,action/racing  ,Sony,73,0.05,14.95,Sony PSP,E,2007,8.5,10.11666667,8,5.116666667,0,0,0,0,11,11.5,11,10.5,7.5,9.616666667,8,4.866666667
Medal of Honor: Vanguard,1,action,EA,56,0.05,17.95,Nintendo Wii,T,2007,3.55,4.283333333,3.633333333,2.883333333,0,0,0,0,0,0,0,0,3.55,4.283333333,3.633333333,2.883333333
World Series of Poker 2008: Battle for the Brac...,1,simulation,Activision,74,0.05,19.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brothers in Arms DS,1,action,Ubisoft,72,0.04,17.95,Nintendo DS,E,2007,6.333333333,7.333333333,5,5.333333333,0,0,0,0,9,9,9,9,5,5,5,5
Bubble Bobble Double Shot,1,action,NA,50,0.04,17.95,Nintendo DS,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zendoku,1,role-playing (rpG)/strategy,Eidos,68,0.04,16.95,Nintendo DS,E,2007,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0
SWAT: Target Liberty,1,action/strategy,NA,50,0.04,12.95,Sony PSP,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anubis II,1,action,NA,19,0.04,9.95,Nintendo Wii,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnyard,1,action/adventure,THQ,65,0.04,17.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape from Bug Island,1,action,Eidos,37,0.04,14.95,Nintendo Wii,T,2007,7.583333333,9.55,6.616666667,5.916666667,0,0,0,0,11.36666667,11.68333333,11.36666667,11.05,5.683333333,6.383333333,5.383333333,5.133333333
Octomania,1,action/strategy,NA,66,0.04,14.95,Nintendo Wii,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabela's Big Game Hunter,1,simulation/sports,Activision,51,0.04,19.95,X360,E,2007,4.5,5.616666667,4,3.366666667,0,0,0,0,4.75,5.866666667,4.75,3.633333333,4,4,4,4
UEFA Champions League 2006-2007,4,sports,EA,72,0.03,6.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aliens Vs Predator: Requiem,2,action,NA,49,0.03,17.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guilty Gear XX ? Core,2,action,NA,75,0.03,24.95,Nintendo Wii,E,2007,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2
Arkanoid DS,1,strategy,SquareEnix,61,0.03,16.95,Nintendo DS,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Code Lyoko,1,action/adventure,NA,63,0.03,11.95,Nintendo DS,T,2007,7.733333333,8.75,7,6.7,0,0,0,0,10.15,10.15,10.15,10.15,6.516666667,6.75,6.516666667,6.283333333
Dynasty Warriors DS: Fighter's Battle,1,action/strategy,NA,56,0.03,14.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orcs & Elves,1,action/role-playing (rpG),EA,68,0.03,14.95,Nintendo DS,T,2007,4.883333333,5.716666667,5,4.333333333,6.5,6.5,6.5,6.5,0,0,0,0,4.6,5.033333333,4.666666667,4.183333333
Prism: Light the Way,1,action/strategy,Eidos,73,0.03,16.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Head Fred,1,action,NA,75,0.03,12.95,Sony PSP,E,2007,9.9,10.85,9.9,8.95,0,0,0,0,11.8,11.8,11.8,11.8,8,8,8,8
Hot Pixel,1,action,Atari,55,0.03,8.95,Sony PSP,T,2007,0.716666667,0.85,0.716666667,0.583333333,0,0,0,0,1,1,1,1,0.45,0.45,0.45,0.45
The Legend of Heroes III: Song of the Ocean,1,role-playing (rpG),Namco,58,0.03,17.95,Sony PSP,T,2007,49.88333333,57.46666667,50,42.25,65,65,65,65,0,0,0,0,44.85,52.45,35,37.25
Burnout Dominator,4,action/racing  ,EA,76,0.02,17.95,Sony PSP,T,2007,17.58333333,19.75,18.36666667,14.98333333,21.5,21.5,21.5,21.5,17.53333333,19.73333333,18.36666667,14.96666667,14,14,14,14
Samurai Warriors 2: Empires,2,action/role-playing (rpG)/strategy,NA,53,0.02,19.95,X360,E,2007,12.75,15.3,12.5,10.3,18,18,18,18,12.5,13.25,12.5,11.75,8,8,8,8
Meteos: Disney Magic,1,strategy,Disney,74,0.02,12.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turn It Around,1,racing/sports,NA,39,0.02,9.95,Nintendo DS,E,2007,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Cube,1,strategy,NA,60,0.02,17.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragoneer's Aria,1,role-playing (rpG),NA,56,0.02,24.95,Sony PSP,E,2007,37.63333333,39.58333333,37.63333333,35.7,0,0,0,0,0,0,0,0,37.63333333,39.58333333,37.63333333,35.7
The Fast and the Furious,1,racing  ,Namco,58,0.02,22.95,Sony PSP,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-Type Command,1,strategy,NA,69,0.02,14.95,Sony PSP,M,2007,31.9,35.66666667,31.9,28.13333333,0,0,0,0,39.45,39.45,39.45,39.45,24.36666667,24.36666667,24.36666667,24.36666667
Front Mission,1,strategy,SquareEnix,72,0.01,17.95,Nintendo DS,E,2007,20.86666667,24.18333333,20.3,17.4,0,0,0,0,0,0,0,0,20.86666667,24.18333333,20.3,17.4
Lost in Blue 2,1,role-playing (rpG),Konami,58,0.01,17.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nervous Brickdown,1,action,NA,70,0.01,17.95,Nintendo DS,E,2007,8,8,8,8,0,0,0,0,0,0,0,0,8,8,8,8
Sea Monsters: A Prehistoric Adventure,1,action/Educational,NA,43,0.01,13.95,Nintendo DS,T,2007,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0
After Burner: Black Falcon,1,action,Sega,73,0.01,19.95,Sony PSP,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capcom Puzzle World,1,strategy,Capcom,65,0.01,19.95,Sony PSP,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smash Court Tennis 3,1,sports,Namco,68,0.01,19.95,Sony PSP,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Driver: Parallel Lines,1,action/racing  ,Ubisoft,59,0.01,24.95,Nintendo Wii,E,2007,11.36666667,13.71666667,11.5,9.716666667,0,0,0,0,12.85,14.28333333,12.3,11.28333333,10.55,12.36666667,10.6,9.283333333
Mario Kart Wii,4,racing  ,Nintendo,82,12.39,29.95,Nintendo Wii,T,2008,11.4,30.13333333,9.116666667,6.133333333,19.11666667,31.51666667,17,14.21666667,13.25,30.8,10,8.3,5.7,12.66666667,5,3.666666667
